MCG,GVH,LIP,CHG,AAC,ALM1,ALM2,Actual_Class,Predicted_Class,Prediction_Probability,Prediction_Match
0.69,0.67,0.48,0.5,0.3,0.39,0.24,pp,pp,0.9662241141001383,True
0.7,0.71,0.48,0.5,0.42,0.84,0.85,pp,im,0.44923452536265057,False
0.69,0.8,0.48,0.5,0.46,0.57,0.26,pp,pp,0.9598998228708903,True
0.64,0.66,0.48,0.5,0.41,0.39,0.2,pp,pp,0.9703734715779623,True
0.63,0.8,0.48,0.5,0.46,0.31,0.29,pp,pp,0.694768230120341,True
0.66,0.71,0.48,0.5,0.41,0.5,0.35,pp,pp,0.9846745729446411,True
0.69,0.59,0.48,0.5,0.46,0.44,0.52,pp,pp,0.9941364526748657,True
0.68,0.67,0.48,0.5,0.49,0.4,0.34,pp,pp,0.9945575793584188,True
0.64,0.78,0.48,0.5,0.5,0.36,0.38,pp,pp,0.9590521256128947,True
0.62,0.78,0.48,0.5,0.47,0.49,0.54,pp,pp,0.9840536912282308,True
0.76,0.73,0.48,0.5,0.44,0.39,0.39,pp,pp,0.8007580041885376,True
0.64,0.81,0.48,0.5,0.37,0.39,0.44,pp,pp,0.9699447552363077,True
0.29,0.39,0.48,0.5,0.52,0.4,0.48,pp,cp,0.9670569101969401,False
0.62,0.83,0.48,0.5,0.46,0.36,0.4,pp,pp,0.9465756018956503,True
0.56,0.54,0.48,0.5,0.43,0.37,0.3,pp,pp,0.5389511585235596,True
0.69,0.66,0.48,0.5,0.41,0.5,0.25,pp,pp,0.9829581181208292,True
0.69,0.65,0.48,0.5,0.63,0.48,0.41,pp,pp,0.9534761110941569,True
0.43,0.59,0.48,0.5,0.52,0.49,0.56,pp,pp,0.6847886641820272,True
0.74,0.56,0.48,0.5,0.47,0.68,0.3,pp,pp,0.6016549931632148,True
0.71,0.57,0.48,0.5,0.48,0.35,0.32,pp,pp,0.7164237101872762,True
0.61,0.6,0.48,0.5,0.44,0.39,0.38,pp,pp,0.9720059633255005,True
0.59,0.61,0.48,0.5,0.42,0.42,0.37,pp,pp,0.9797953764597574,True
0.74,0.74,0.48,0.5,0.31,0.53,0.52,pp,pp,0.773384690284729,True
